,"X,Y","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab ERNC""
00:90:4C:91:00:03","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Vibraciones""
50:C7:BF:DD:C3:B3","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""SMA1930055648""
B0:72:BF:05:3C:3D","""linksys""
00:25:9C:98:4B:7D","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""UdeC""
84:D4:7E:29:3E:80","""WiFi-UdeC""
84:D4:7E:29:3E:81","""eduroam""
84:D4:7E:29:3E:82","""FabLab""
AC:84:C6:3E:EF:51","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""Controlistas""
54:E6:FC:E7:FA:D2","""LCDA""
B0:48:7A:DE:14:8C","""Die231""
EC:08:6B:42:B5:4A","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Docentes FI""
0E:18:D6:CB:01:A4","""LCSE-24""
F8:E9:03:C7:2C:80","""ANDES""
00:11:95:09:C1:4A"
1413,"(1,1)",-65,-63,-63,-65,-67,-63,-57,-65,-77,-79,-61,-69,-75,-59,-65,-79,-61,-35,-65,-79,-83,-83,-85,-69
1414,"(1,1)",-65,-59,-63,-65,-61,-63,-57,-65,-73,-77,-61,-67,-67,-65,-69,-77,-71,-35,-65,-81,-83,-83,-85,-69
1415,"(1,1)",-65,-59,-63,-67,-63,-65,-57,-65,-73,-79,-61,-67,-67,-67,-73,-79,-61,-35,-67,-77,-83,-81,-83,-69
1416,"(1,1)",-65,-65,-61,-67,-65,-63,-57,-61,-75,-77,-61,-67,-67,-67,-71,-79,-71,-35,-63,-79,-83,-83,-83,-69
1417,"(1,1)",-65,-59,-63,-65,-81,-63,-55,-63,-77,-77,-61,-67,-67,-67,-73,-79,-63,-35,-67,-79,-85,-83,-83,-69
1418,"(1,1)",-65,-61,-65,-65,-65,-63,-57,-65,-73,-77,-61,-67,-65,-65,-65,-79,-63,-35,-67,-81,-85,-83,-83,-69
1419,"(1,1)",-65,-63,-65,-65,-61,-63,-57,-65,-75,-79,-63,-67,-65,-67,-71,-79,-63,-35,-67,-79,-85,-83,-83,-69
1420,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-59,-77,-75,-61,-67,-67,-65,-71,-77,-61,-45,-63,-81,-85,-83,-83,-69
1421,"(1,1)",-65,-59,-63,-69,-65,-63,-57,-59,-75,-77,-63,-67,-67,-67,-65,-77,-61,-35,-63,-81,-83,-81,-83,-69
1422,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-65,-75,-79,-61,-79,-67,-67,-65,-77,-61,-47,-65,-79,-83,-85,-85,-71
1423,"(1,1)",-65,-59,-63,-63,-65,-63,-57,-67,-77,-75,-61,-79,-67,-67,-65,-79,-63,-35,-61,-79,-83,-83,-85,-69
1424,"(1,1)",-65,-63,-63,-67,-65,-61,-57,-67,-75,-79,-59,-67,-67,-67,-65,-63,-61,-37,-61,-81,-87,-83,-85,-69
1425,"(1,1)",-65,-59,-63,-65,-65,-63,-57,-67,-75,-79,-61,-67,-67,-67,-67,-81,-61,-43,-61,-81,-85,-83,-85,-69
1426,"(1,1)",-65,-61,-63,-67,-61,-63,-57,-63,-77,-77,-61,-67,-67,-67,-67,-81,-63,-35,-61,-77,-83,-83,-85,-71
1427,"(1,1)",-65,-59,-65,-67,-65,-65,-57,-63,-75,-63,-61,-67,-67,-71,-67,-79,-61,-35,-61,-79,-83,-85,-85,-69
1428,"(1,1)",-61,-59,-63,-67,-65,-65,-57,-63,-77,-79,-61,-67,-67,-67,-73,-79,-61,-37,-63,-79,-83,-83,-85,-69
1429,"(1,1)",-65,-59,-61,-65,-65,-61,-55,-65,-75,-77,-59,-71,-67,-67,-73,-79,-61,-37,-67,-79,-85,-85,-85,-67
1430,"(1,1)",-65,-63,-65,-61,-61,-63,-55,-67,-77,-71,-61,-71,-67,-65,-73,-79,-61,-35,-67,-79,-83,-85,-85,-69
1431,"(1,1)",-65,-63,-63,-65,-65,-61,-57,-61,-75,-71,-61,-67,-67,-67,-71,-79,-61,-35,-63,-77,-85,-85,-85,-69
1432,"(1,1)",-63,-63,-63,-65,-65,-61,-57,-61,-75,-77,-61,-67,-67,-73,-69,-79,-61,-37,-63,-79,-83,-85,-85,-69
1433,"(1,1)",-67,-61,-63,-67,-81,-61,-57,-61,-75,-77,-61,-67,-67,-73,-77,-79,-65,-35,-63,-79,-83,-85,-85,-69
1434,"(1,1)",-65,-59,-63,-67,-65,-59,-55,-65,-75,-79,-61,-67,-67,-63,-73,-79,-63,-35,-65,-77,-83,-85,-85,-71
1435,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-63,-75,-79,-61,-67,-69,-67,-65,-79,-63,-35,-63,-77,-85,-83,-85,-71
1436,"(1,1)",-65,-59,-63,-67,-61,-65,-57,-65,-75,-77,-61,-67,-69,-67,-67,-79,-61,-35,-63,-77,-83,-83,-85,-69
1437,"(1,1)",-65,-57,-63,-65,-65,-63,-57,-65,-75,-79,-61,-67,-67,-65,-71,-79,-61,-37,-65,-77,-85,-83,-85,-69
1438,"(1,1)",-65,-63,-51,-65,-65,-63,-57,-63,-75,-77,-61,-75,-67,-67,-73,-83,-71,-47,-65,-81,-81,-83,-85,-71
1439,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-67,-67,-83,-71,-35,-63,-79,-81,-83,-85,-71
1440,"(1,1)",-65,-59,-63,-67,-61,-63,-57,-67,-75,-77,-59,-67,-67,-65,-71,-79,-71,-35,-63,-75,-85,-83,-85,-71
1441,"(1,1)",-65,-59,-65,-65,-65,-63,-57,-65,-75,-77,-59,-67,-67,-65,-65,-79,-71,-35,-63,-79,-85,-87,-81,-71
1442,"(1,1)",-65,-63,-63,-67,-63,-63,-57,-63,-75,-77,-61,-69,-67,-65,-67,-79,-71,-35,-63,-79,-85,-83,-81,-71
1443,"(1,1)",-63,-59,-63,-63,-61,-63,-57,-65,-75,-77,-61,-67,-69,-67,-65,-79,-71,-37,-67,-79,-81,-81,-81,-71
1444,"(1,1)",-65,-59,-61,-65,-65,-63,-57,-67,-75,-77,-59,-69,-65,-65,-67,-79,-63,-35,-67,-79,-83,-83,-81,-71
1445,"(1,1)",-69,-63,-63,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-63,-73,-79,-63,-35,-65,-79,-83,-83,-81,-71
1446,"(1,1)",-69,-61,-61,-67,-65,-63,-57,-65,-75,-77,-61,-69,-67,-65,-65,-79,-63,-35,-61,-69,-83,-79,-85,-71
1447,"(1,1)",-65,-59,-63,-67,-67,-63,-57,-65,-77,-77,-61,-69,-67,-67,-67,-79,-63,-37,-61,-77,-83,-79,-83,-71
1448,"(1,1)",-63,-61,-63,-69,-65,-63,-57,-65,-75,-77,-61,-67,-67,-67,-73,-79,-63,-33,-61,-75,-83,-79,-83,-71
1449,"(1,1)",-67,-57,-65,-65,-61,-63,-57,-63,-73,-77,-61,-67,-67,-65,-71,-79,-61,-35,-63,-79,-85,-77,-85,-71
1450,"(1,1)",-65,-63,-61,-67,-67,-63,-57,-63,-75,-77,-61,-67,-69,-61,-67,-79,-61,-47,-63,-81,-85,-81,-85,-71
1451,"(1,1)",-65,-63,-63,-67,-65,-65,-57,-65,-75,-77,-61,-67,-67,-63,-65,-79,-61,-35,-67,-77,-83,-83,-85,-71
1452,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-65,-75,-77,-61,-75,-67,-63,-77,-79,-61,-35,-67,-77,-83,-79,-85,-71
1453,"(1,1)",-65,-61,-63,-65,-65,-63,-55,-63,-75,-77,-61,-69,-69,-65,-65,-75,-61,-33,-67,-79,-83,-81,-85,-71
1454,"(1,1)",-65,-61,-63,-63,-65,-61,-57,-65,-75,-77,-81,-67,-67,-67,-71,-75,-61,-47,-61,-77,-83,-85,-85,-71
1455,"(1,1)",-63,-63,-63,-67,-65,-65,-57,-63,-75,-77,-61,-69,-67,-65,-71,-79,-71,-35,-65,-73,-83,-83,-85,-71
1456,"(1,1)",-63,-61,-63,-67,-61,-65,-57,-63,-77,-77,-61,-69,-67,-67,-71,-79,-61,-35,-65,-79,-83,-83,-85,-69
1457,"(1,1)",-63,-61,-63,-67,-63,-65,-57,-63,-77,-81,-63,-69,-71,-67,-71,-79,-61,-33,-65,-75,-83,-79,-83,-71
1458,"(1,1)",-65,-63,-63,-67,-65,-63,-61,-63,-75,-79,-61,-69,-67,-67,-71,-77,-61,-35,-65,-79,-81,-77,-83,-71
1459,"(1,1)",-65,-61,-63,-67,-61,-61,-57,-65,-75,-79,-59,-67,-67,-65,-65,-81,-61,-35,-61,-79,-85,-81,-83,-69
1460,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-65,-75,-79,-61,-69,-67,-65,-67,-79,-61,-45,-61,-79,-83,-81,-85,-69
1461,"(1,1)",-65,-61,-65,-67,-65,-63,-57,-65,-75,-77,-61,-69,-67,-67,-73,-77,-61,-35,-63,-77,-83,-81,-85,-71
1462,"(1,1)",-65,-63,-65,-67,-65,-63,-55,-65,-75,-77,-67,-69,-67,-67,-73,-77,-61,-47,-65,-79,-83,-83,-85,-71
1463,"(1,1)",-63,-59,-63,-67,-65,-65,-57,-65,-75,-77,-63,-69,-65,-65,-71,-79,-63,-35,-65,-77,-83,-85,-85,-71
1464,"(1,1)",-65,-63,-63,-65,-65,-63,-57,-63,-75,-77,-59,-69,-67,-67,-73,-79,-63,-45,-65,-81,-83,-85,-85,-71
1465,"(1,1)",-65,-61,-63,-67,-83,-63,-57,-65,-75,-77,-61,-65,-67,-67,-75,-79,-61,-35,-65,-79,-85,-83,-85,-71
1466,"(1,1)",-65,-61,-61,-67,-65,-61,-57,-65,-73,-79,-61,-67,-67,-67,-67,-77,-75,-37,-63,-77,-85,-83,-85,-71
1467,"(1,1)",-65,-59,-63,-67,-59,-63,-57,-63,-77,-79,-61,-67,-67,-67,-75,-79,-61,-35,-65,-81,-83,-83,-85,-71
1468,"(1,1)",-65,-59,-63,-61,-61,-65,-57,-63,-75,-75,-59,-69,-69,-67,-67,-79,-61,-37,-65,-79,-83,-83,-85,-71
1469,"(1,1)",-65,-61,-63,-63,-67,-63,-57,-59,-75,-77,-59,-67,-67,-67,-67,-79,-63,-35,-67,-81,-83,-83,-85,-71
1470,"(1,1)",-65,-59,-65,-65,-67,-63,-57,-59,-75,-79,-61,-65,-67,-67,-67,-79,-61,-35,-61,-81,-83,-83,-85,-71
1471,"(1,1)",-65,-59,-63,-65,-67,-63,-57,-65,-75,-77,-61,-67,-67,-67,-73,-75,-61,-35,-61,-81,-83,-83,-85,-71
1472,"(1,1)",-65,-61,-63,-63,-65,-63,-57,-61,-73,-79,-59,-67,-67,-75,-65,-79,-61,-45,-61,-79,-83,-83,-85,-71
1473,"(1,1)",-65,-59,-63,-67,-67,-63,-57,-61,-75,-79,-61,-67,-69,-63,-67,-79,-61,-35,-59,-81,-81,-83,-85,-71
1474,"(1,1)",-65,-61,-65,-61,-65,-63,-57,-61,-77,-81,-61,-67,-69,-63,-65,-77,-61,-35,-59,-79,-81,-83,-85,-71
1475,"(1,1)",-65,-57,-63,-65,-65,-63,-57,-59,-77,-79,-61,-67,-69,-63,-67,-63,-63,-45,-67,-77,-83,-85,-83,-71
1476,"(1,1)",-65,-57,-65,-67,-65,-67,-55,-67,-75,-79,-61,-67,-69,-63,-65,-79,-61,-37,-67,-77,-83,-83,-83,-69
1477,"(1,1)",-65,-59,-63,-67,-67,-63,-57,-65,-75,-79,-61,-65,-67,-63,-67,-79,-61,-33,-65,-77,-83,-85,-83,-69
1478,"(1,1)",-65,-63,-63,-83,-65,-63,-57,-67,-73,-77,-61,-65,-67,-63,-67,-77,-63,-45,-65,-79,-83,-81,-83,-71
1479,"(1,1)",-65,-63,-61,-65,-65,-63,-57,-67,-75,-77,-61,-65,-67,-63,-65,-77,-63,-35,-67,-79,-83,-81,-83,-71
1480,"(1,1)",-63,-85,-63,-65,-65,-63,-57,-65,-75,-79,-61,-65,-67,-63,-65,-73,-63,-33,-65,-79,-81,-81,-83,-71
1481,"(1,1)",-65,-59,-63,-63,-61,-65,-57,-65,-75,-75,-61,-65,-67,-67,-65,-73,-61,-45,-63,-77,-81,-83,-83,-69
1482,"(1,1)",-65,-57,-65,-63,-67,-81,-55,-63,-75,-73,-61,-67,-67,-67,-65,-81,-61,-35,-65,-77,-83,-81,-83,-71
1483,"(1,1)",-65,-69,-63,-65,-65,-63,-57,-65,-73,-77,-61,-67,-69,-65,-71,-81,-61,-37,-65,-79,-83,-87,-85,-71
1484,"(1,1)",-65,-63,-63,-67,-67,-63,-57,-59,-75,-75,-59,-67,-67,-65,-71,-81,-77,-37,-65,-79,-83,-83,-85,-69
1485,"(1,1)",-65,-59,-65,-67,-65,-63,-55,-65,-75,-77,-61,-67,-67,-65,-71,-81,-61,-45,-65,-79,-85,-83,-83,-71
1486,"(1,1)",-65,-61,-63,-67,-65,-65,-57,-63,-79,-75,-67,-67,-67,-67,-65,-73,-63,-35,-65,-79,-85,-77,-83,-71
1487,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-63,-77,-81,-61,-67,-65,-65,-65,-73,-63,-35,-65,-79,-85,-81,-83,-71
1488,"(1,1)",-63,-63,-65,-67,-65,-65,-57,-63,-75,-79,-77,-65,-79,-65,-75,-73,-63,-35,-65,-81,-85,-81,-83,-71
1489,"(1,1)",-65,-61,-65,-67,-65,-65,-57,-63,-75,-77,-63,-67,-79,-65,-65,-77,-61,-37,-67,-77,-85,-81,-83,-71
1490,"(1,1)",-63,-61,-63,-65,-65,-63,-79,-65,-75,-79,-75,-67,-67,-61,-65,-77,-61,-33,-63,-81,-85,-83,-83,-71
1491,"(1,1)",-63,-57,-63,-67,-65,-63,-57,-65,-77,-77,-61,-67,-67,-67,-65,-77,-61,-45,-63,-81,-85,-83,-83,-71
1492,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-61,-77,-77,-61,-67,-67,-65,-69,-79,-61,-35,-65,-77,-85,-83,-83,-71
1493,"(1,1)",-65,-59,-63,-63,-61,-65,-87,-63,-75,-77,-57,-67,-67,-65,-69,-77,-61,-45,-65,-83,-85,-87,-83,-71
1494,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-63,-71,-77,-59,-67,-67,-67,-63,-75,-75,-35,-65,-77,-85,-87,-83,-71
1495,"(1,1)",-65,-63,-61,-67,-65,-63,-55,-63,-75,-77,-59,-67,-67,-67,-67,-75,-61,-37,-63,-79,-83,-83,-83,-65
1496,"(1,1)",-65,-59,-65,-65,-67,-63,-55,-61,-75,-79,-61,-67,-67,-67,-67,-75,-61,-35,-63,-79,-83,-81,-83,-69
1497,"(1,1)",-65,-63,-65,-67,-65,-65,-57,-61,-75,-77,-61,-67,-67,-67,-65,-77,-61,-35,-65,-77,-83,-83,-83,-71
1498,"(1,1)",-65,-59,-63,-65,-65,-63,-57,-61,-75,-81,-61,-69,-67,-67,-71,-79,-61,-45,-65,-79,-83,-83,-83,-71
1499,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-63,-63,-79,-61,-35,-65,-79,-85,-81,-83,-71
1500,"(1,1)",-65,-61,-63,-65,-65,-63,-57,-65,-73,-77,-59,-67,-69,-63,-73,-79,-61,-45,-65,-77,-85,-85,-83,-71
1501,"(1,1)",-65,-61,-63,-65,-63,-65,-55,-65,-75,-75,-61,-69,-67,-65,-73,-65,-61,-35,-65,-79,-79,-83,-83,-71
1502,"(1,1)",-63,-59,-61,-67,-63,-63,-57,-67,-75,-77,-59,-69,-67,-65,-65,-79,-61,-35,-67,-79,-83,-83,-83,-67
1503,"(1,1)",-65,-59,-63,-67,-63,-63,-57,-65,-75,-79,-59,-69,-67,-65,-65,-77,-51,-45,-67,-79,-85,-83,-83,-69
1504,"(1,1)",-65,-61,-63,-61,-65,-63,-55,-63,-75,-77,-59,-67,-67,-67,-71,-77,-61,-35,-63,-81,-83,-83,-83,-69
1505,"(1,1)",-65,-65,-63,-63,-65,-63,-55,-63,-77,-79,-61,-67,-67,-67,-73,-77,-61,-35,-61,-77,-81,-83,-83,-69
1506,"(1,1)",-65,-59,-65,-61,-65,-65,-55,-63,-75,-77,-61,-67,-67,-67,-73,-77,-57,-45,-65,-77,-81,-85,-83,-69
1507,"(1,1)",-65,-69,-63,-61,-63,-63,-55,-67,-75,-81,-59,-67,-67,-67,-65,-77,-61,-47,-65,-77,-83,-83,-83,-69
1508,"(1,1)",-65,-63,-63,-67,-73,-65,-55,-63,-75,-77,-59,-67,-67,-67,-65,-77,-61,-35,-65,-77,-85,-85,-83,-69
1509,"(1,1)",-65,-57,-63,-61,-67,-59,-57,-63,-75,-77,-61,-67,-67,-65,-67,-77,-61,-45,-65,-81,-81,-85,-83,-69
1510,"(1,1)",-65,-63,-63,-67,-67,-63,-57,-63,-75,-77,-61,-67,-67,-67,-65,-77,-61,-35,-65,-81,-81,-85,-83,-69
1511,"(1,1)",-65,-61,-61,-67,-65,-65,-57,-63,-77,-77,-57,-67,-67,-67,-65,-79,-61,-35,-63,-85,-85,-85,-83,-69
1512,"(1,1)",-65,-61,-63,-67,-65,-63,-79,-63,-73,-77,-59,-67,-67,-65,-73,-79,-61,-37,-63,-79,-85,-85,-83,-69
1513,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-63,-77,-79,-59,-83,-67,-67,-67,-79,-63,-35,-65,-79,-85,-85,-83,-69
1514,"(1,1)",-65,-63,-63,-67,-79,-63,-57,-61,-75,-77,-61,-67,-67,-67,-73,-79,-61,-35,-65,-77,-83,-85,-83,-69
1515,"(1,1)",-65,-63,-63,-65,-79,-63,-57,-61,-75,-77,-61,-67,-67,-67,-71,-79,-61,-35,-65,-79,-83,-85,-83,-69
1516,"(1,1)",-65,-59,-63,-65,-65,-65,-57,-61,-75,-75,-61,-67,-67,-67,-67,-79,-77,-79,-65,-79,-83,-85,-83,-69
1517,"(1,1)",-65,-59,-63,-67,-67,-65,-55,-65,-75,-73,-61,-67,-67,-67,-63,-77,-63,-79,-65,-75,-83,-85,-83,-69
1518,"(1,1)",-57,-69,-63,-67,-65,-63,-57,-65,-75,-79,-61,-67,-79,-67,-65,-79,-63,-37,-67,-79,-83,-85,-83,-69
1519,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-67,-75,-77,-61,-67,-79,-61,-73,-77,-69,-35,-65,-79,-83,-85,-83,-69
1520,"(1,1)",-65,-61,-63,-61,-65,-63,-79,-63,-75,-77,-61,-67,-79,-63,-73,-79,-63,-35,-65,-75,-85,-85,-83,-69
1521,"(1,1)",-65,-61,-63,-69,-65,-63,-57,-63,-75,-77,-61,-65,-65,-67,-69,-79,-61,-35,-65,-77,-83,-85,-85,-71
1522,"(1,1)",-65,-61,-63,-67,-65,-63,-55,-65,-77,-77,-61,-75,-67,-67,-79,-79,-63,-35,-65,-79,-85,-85,-85,-71
1523,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-61,-75,-79,-59,-69,-69,-67,-65,-75,-61,-35,-67,-75,-83,-83,-83,-71
1524,"(1,1)",-65,-61,-65,-65,-67,-61,-57,-61,-75,-77,-61,-67,-67,-65,-73,-77,-63,-35,-67,-79,-83,-81,-83,-71
1525,"(1,1)",-65,-63,-63,-67,-63,-63,-57,-63,-75,-81,-61,-75,-69,-65,-63,-75,-61,-35,-61,-81,-83,-81,-83,-69
1526,"(1,1)",-65,-61,-61,-65,-61,-63,-59,-65,-75,-73,-59,-75,-69,-67,-65,-75,-61,-35,-61,-79,-81,-85,-83,-69
1527,"(1,1)",-65,-61,-61,-67,-65,-63,-57,-67,-75,-79,-61,-77,-69,-67,-65,-79,-61,-35,-65,-79,-85,-85,-83,-69
1528,"(1,1)",-65,-61,-63,-65,-61,-63,-57,-67,-77,-77,-61,-67,-67,-65,-71,-79,-63,-35,-65,-77,-83,-85,-81,-71
1529,"(1,1)",-65,-59,-63,-67,-73,-63,-57,-67,-77,-79,-59,-67,-69,-65,-65,-79,-61,-35,-65,-77,-83,-81,-83,-71
1530,"(1,1)",-65,-59,-65,-67,-65,-63,-57,-59,-75,-79,-61,-67,-67,-67,-67,-77,-61,-35,-61,-75,-85,-81,-83,-71
1531,"(1,1)",-65,-61,-65,-69,-65,-61,-57,-63,-75,-79,-59,-67,-67,-67,-69,-77,-71,-35,-65,-79,-75,-83,-83,-71
1532,"(1,1)",-65,-59,-63,-65,-65,-63,-57,-65,-75,-77,-61,-67,-67,-67,-65,-77,-63,-45,-63,-79,-83,-79,-83,-71
1533,"(1,1)",-65,-59,-63,-65,-65,-65,-57,-65,-75,-79,-61,-67,-67,-67,-65,-77,-61,-47,-63,-81,-83,-79,-83,-71
1534,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-65,-75,-79,-61,-67,-67,-67,-71,-79,-61,-35,-63,-77,-83,-81,-83,-69
1535,"(1,1)",-65,-63,-63,-65,-63,-63,-57,-69,-77,-79,-61,-67,-67,-67,-71,-79,-61,-35,-63,-77,-83,-83,-85,-69
1536,"(1,1)",-65,-61,-65,-65,-67,-63,-79,-63,-75,-77,-61,-65,-67,-67,-71,-79,-61,-35,-65,-79,-83,-83,-85,-69
1537,"(1,1)",-65,-61,-63,-65,-65,-63,-79,-65,-75,-77,-61,-67,-67,-75,-69,-79,-61,-37,-65,-79,-83,-83,-85,-67
1538,"(1,1)",-65,-61,-63,-65,-63,-61,-57,-65,-75,-79,-61,-67,-67,-75,-71,-79,-61,-45,-65,-79,-83,-83,-85,-67
1539,"(1,1)",-65,-61,-63,-65,-63,-63,-57,-65,-77,-77,-61,-65,-65,-65,-71,-79,-51,-35,-65,-77,-83,-83,-85,-69
1540,"(1,1)",-65,-61,-63,-67,-63,-63,-57,-63,-75,-65,-61,-65,-67,-67,-73,-79,-61,-35,-63,-79,-83,-85,-85,-71
1541,"(1,1)",-63,-59,-63,-65,-59,-63,-57,-65,-75,-79,-59,-65,-67,-65,-63,-79,-61,-45,-63,-79,-85,-85,-85,-71
1542,"(1,1)",-63,-59,-63,-65,-67,-63,-57,-65,-75,-77,-59,-67,-67,-65,-73,-79,-61,-45,-67,-77,-83,-85,-85,-71
1543,"(1,1)",-65,-59,-63,-63,-65,-65,-57,-65,-75,-77,-59,-67,-67,-67,-71,-77,-61,-47,-85,-79,-83,-83,-85,-71
1544,"(1,1)",-65,-63,-63,-65,-65,-65,-57,-63,-75,-77,-63,-67,-69,-67,-73,-77,-61,-43,-85,-81,-83,-83,-85,-71
1545,"(1,1)",-65,-61,-63,-65,-63,-63,-55,-63,-75,-79,-63,-67,-67,-69,-71,-77,-61,-35,-61,-77,-79,-83,-85,-71
1546,"(1,1)",-67,-63,-63,-65,-73,-63,-55,-65,-75,-79,-61,-67,-67,-65,-71,-77,-61,-45,-67,-79,-83,-85,-83,-71
1547,"(1,1)",-65,-59,-63,-63,-65,-63,-57,-65,-77,-73,-61,-67,-65,-67,-71,-79,-61,-35,-63,-79,-83,-83,-83,-71
1548,"(1,1)",-65,-59,-63,-67,-81,-61,-57,-65,-77,-77,-61,-75,-67,-67,-65,-79,-61,-33,-65,-79,-85,-83,-83,-71
1549,"(1,1)",-65,-57,-63,-67,-81,-63,-57,-63,-77,-79,-61,-67,-65,-67,-73,-79,-61,-35,-65,-77,-79,-83,-83,-71
1550,"(1,1)",-65,-63,-61,-67,-65,-65,-55,-61,-75,-77,-59,-67,-67,-67,-77,-79,-63,-45,-67,-79,-83,-69,-83,-71
1551,"(1,1)",-65,-59,-63,-65,-61,-65,-59,-63,-75,-77,-61,-67,-67,-67,-77,-79,-61,-37,-65,-79,-75,-83,-83,-71
1552,"(1,1)",-65,-67,-63,-65,-65,-63,-63,-63,-75,-77,-61,-67,-67,-65,-63,-79,-79,-35,-61,-79,-83,-83,-83,-71
1553,"(1,1)",-63,-61,-63,-65,-65,-63,-57,-67,-75,-77,-61,-67,-67,-65,-63,-79,-61,-33,-61,-81,-81,-83,-83,-71
1554,"(1,1)",-63,-59,-63,-67,-65,-61,-59,-65,-75,-79,-61,-67,-67,-67,-65,-79,-59,-35,-63,-81,-83,-83,-83,-71
1555,"(1,1)",-65,-59,-65,-67,-63,-63,-57,-65,-75,-77,-61,-65,-67,-67,-67,-75,-69,-35,-65,-79,-73,-85,-85,-71
1556,"(1,1)",-65,-59,-65,-65,-65,-63,-57,-63,-75,-79,-61,-65,-67,-67,-67,-75,-63,-35,-63,-69,-85,-83,-83,-71
1557,"(1,1)",-65,-61,-65,-67,-65,-63,-55,-59,-75,-79,-61,-65,-67,-67,-65,-75,-61,-35,-63,-79,-75,-83,-83,-65
1558,"(1,1)",-65,-61,-63,-65,-67,-63,-55,-63,-75,-79,-61,-67,-65,-67,-65,-79,-61,-45,-69,-81,-83,-83,-85,-71
1559,"(1,1)",-65,-61,-63,-65,-65,-61,-57,-63,-75,-79,-61,-67,-65,-67,-65,-79,-63,-35,-65,-77,-75,-83,-85,-71
1560,"(1,1)",-65,-61,-79,-65,-65,-63,-87,-67,-75,-77,-59,-67,-65,-65,-65,-79,-61,-45,-63,-79,-83,-83,-85,-69
1561,"(1,1)",-61,-61,-63,-65,-65,-69,-55,-67,-75,-77,-59,-67,-67,-65,-65,-79,-61,-33,-63,-79,-83,-83,-85,-65
1562,"(1,1)",-65,-63,-63,-89,-65,-63,-57,-67,-75,-77,-61,-67,-67,-65,-67,-75,-61,-35,-65,-77,-85,-83,-83,-69
1563,"(1,1)",-65,-61,-63,-67,-65,-61,-57,-65,-75,-77,-61,-67,-69,-75,-73,-79,-61,-33,-65,-81,-83,-83,-83,-69
1564,"(1,1)",-65,-61,-63,-65,-65,-63,-57,-67,-75,-79,-61,-67,-69,-67,-65,-79,-61,-45,-65,-79,-83,-83,-83,-69
1565,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-63,-75,-77,-61,-67,-67,-59,-75,-79,-59,-35,-63,-79,-85,-81,-83,-71
1566,"(1,1)",-65,-63,-65,-67,-63,-65,-57,-63,-75,-75,-59,-67,-67,-65,-73,-77,-75,-35,-67,-79,-83,-85,-85,-71
1567,"(1,1)",-67,-63,-63,-67,-65,-65,-57,-65,-75,-77,-61,-67,-67,-65,-73,-79,-61,-35,-65,-79,-83,-85,-87,-71
1568,"(1,1)",-65,-57,-63,-67,-65,-61,-57,-63,-75,-77,-61,-67,-67,-67,-67,-81,-61,-45,-67,-79,-81,-77,-85,-69
1569,"(1,1)",-65,-59,-63,-65,-65,-63,-57,-63,-75,-77,-61,-67,-67,-65,-65,-77,-61,-35,-61,-73,-75,-81,-85,-69
1570,"(1,1)",-65,-59,-61,-69,-67,-65,-57,-65,-77,-79,-63,-67,-67,-67,-73,-77,-59,-35,-65,-79,-81,-83,-85,-69
1571,"(1,1)",-65,-63,-63,-67,-67,-63,-59,-63,-75,-77,-59,-67,-67,-67,-71,-79,-63,-45,-65,-79,-85,-83,-85,-71
1572,"(1,1)",-65,-67,-59,-65,-65,-65,-59,-63,-75,-79,-61,-67,-67,-65,-67,-79,-59,-45,-65,-81,-85,-83,-83,-69
1573,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-67,-75,-79,-61,-67,-67,-65,-75,-79,-59,-45,-65,-79,-73,-83,-83,-69
1574,"(1,1)",-65,-63,-63,-65,-67,-63,-57,-65,-75,-77,-61,-67,-67,-67,-67,-77,-61,-35,-65,-79,-81,-83,-83,-71
1575,"(1,1)",-65,-63,-63,-65,-67,-63,-57,-61,-77,-77,-61,-77,-67,-67,-69,-79,-61,-45,-65,-81,-83,-83,-83,-71
