,X,Y,"""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab ERNC""
00:90:4C:91:00:03","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""AP_1612927617""
BC:54:F9:FC:7F:60","""Informatica_IS2-2""
00:4F:67:04:E5:70","""Microondas""
48:F8:B3:22:4D:4B","""Docentes FI""
0E:18:D6:CB:01:A4","""LabSerc 2.4""
94:10:3E:86:13:20","""FabLab""
AC:84:C6:3E:EF:51","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""UdeC""
84:D4:7E:29:3E:80","""eduroam""
84:D4:7E:29:3E:82","""Die231""
EC:08:6B:42:B5:4A","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""Lab 212""
00:23:CD:18:65:9C","""Sistemas Electronicos""
64:70:02:40:6C:DE","""linksys""
00:25:9C:98:4B:7D","""LCDA""
B0:48:7A:DE:14:8C","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""Vibraciones""
50:C7:BF:DD:C3:B3","""MII2011""
74:EA:3A:C6:29:A0","""WiFi-UdeC""
84:D4:7E:29:3E:81","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Docentes FI""
0E:18:D6:6B:17:8E","""SMA1930055648""
B0:72:BF:05:3C:3D","""Baxter""
EC:22:80:F3:EB:EA","""labceramicos""
E8:DE:27:7F:69:DC"
2552,0,0,-45,-69,-59,-63,-63,-75,-71,-77,-65,-75,-79,-57,-85,-77,-75,-81,-73,-69,-85,-75,-77,-81,-77,-75,-75,-81,-85,-79
2553,0,0,-45,-69,-59,-63,-67,-75,-73,-71,-69,-77,-77,-59,-85,-75,-79,-81,-71,-71,-85,-77,-77,-81,-77,-75,-75,-81,-85,-79
2554,0,0,-47,-69,-59,-63,-65,-81,-71,-75,-67,-77,-77,-55,-85,-75,-79,-77,-71,-71,-85,-77,-77,-85,-77,-79,-75,-81,-85,-79
2555,0,0,-43,-69,-61,-63,-65,-71,-71,-77,-67,-75,-77,-57,-85,-75,-79,-77,-69,-69,-85,-75,-77,-79,-77,-71,-77,-81,-87,-79
2556,0,0,-47,-69,-61,-63,-65,-79,-71,-67,-67,-77,-79,-59,-85,-75,-81,-73,-69,-69,-83,-75,-77,-75,-77,-77,-75,-71,-87,-79
2557,0,0,-41,-67,-59,-65,-65,-77,-71,-77,-67,-75,-77,-57,-85,-75,-79,-79,-69,-69,-85,-77,-79,-79,-77,-77,-77,-81,-85,-79
2558,0,0,-41,-69,-59,-63,-65,-81,-73,-77,-67,-75,-79,-59,-85,-75,-81,-75,-69,-69,-85,-77,-79,-85,-77,-77,-77,-81,-85,-79
2559,0,0,-45,-71,-59,-63,-65,-81,-71,-79,-67,-77,-79,-57,-83,-75,-79,-77,-75,-69,-85,-77,-79,-79,-77,-77,-75,-81,-83,-79
2560,0,0,-45,-69,-59,-81,-67,-81,-71,-75,-67,-75,-77,-55,-83,-75,-79,-67,-75,-73,-83,-75,-79,-79,-81,-79,-77,-81,-81,-79
2561,0,0,-45,-69,-59,-61,-65,-79,-71,-73,-69,-77,-77,-55,-83,-75,-79,-81,-75,-71,-83,-77,-79,-79,-81,-79,-77,-81,-85,-79
2562,0,0,-45,-69,-59,-63,-65,-77,-71,-73,-67,-75,-79,-57,-85,-75,-81,-77,-75,-71,-83,-77,-79,-81,-81,-79,-75,-71,-85,-79
2563,0,0,-45,-67,-59,-63,-65,-79,-73,-75,-69,-75,-79,-57,-83,-73,-79,-79,-71,-75,-83,-75,-79,-79,-81,-79,-77,-71,-85,-79
2564,0,0,-45,-67,-59,-63,-67,-79,-73,-77,-67,-73,-75,-57,-83,-75,-79,-73,-71,-69,-85,-75,-79,-81,-81,-77,-75,-71,-85,-79
2565,0,0,-45,-69,-59,-63,-65,-69,-71,-73,-67,-73,-79,-59,-83,-75,-77,-71,-73,-69,-87,-75,-77,-85,-81,-79,-77,-71,-87,-79
2566,0,0,-45,-69,-59,-63,-65,-69,-71,-73,-67,-77,-79,-57,-83,-75,-81,-69,-73,-69,-85,-75,-79,-85,-81,-79,-77,-71,-87,-79
2567,0,0,-45,-67,-59,-63,-65,-71,-73,-73,-69,-75,-75,-57,-83,-75,-77,-69,-73,-71,-73,-75,-77,-79,-75,-79,-75,-75,-85,-75
2568,0,0,-45,-69,-59,-63,-65,-79,-71,-71,-67,-77,-79,-59,-83,-73,-77,-81,-69,-69,-85,-75,-77,-77,-81,-77,-75,-81,-87,-75
2569,0,0,-47,-79,-59,-63,-65,-79,-71,-77,-67,-75,-79,-57,-83,-75,-75,-75,-75,-69,-83,-77,-77,-79,-83,-77,-75,-79,-87,-75
2570,0,0,-45,-69,-59,-63,-65,-79,-71,-77,-67,-75,-79,-59,-85,-77,-79,-75,-71,-87,-83,-75,-77,-85,-83,-77,-75,-79,-83,-75
2571,0,0,-73,-69,-59,-75,-65,-79,-71,-77,-67,-75,-79,-57,-83,-77,-81,-75,-71,-67,-83,-75,-77,-81,-83,-75,-77,-79,-83,-75
2572,0,0,-39,-69,-59,-63,-65,-79,-71,-77,-65,-83,-79,-57,-83,-75,-77,-73,-75,-73,-81,-75,-79,-81,-83,-75,-77,-79,-79,-75
2573,0,0,-39,-71,-59,-63,-67,-79,-71,-77,-67,-75,-79,-57,-83,-75,-81,-77,-73,-71,-85,-77,-77,-81,-83,-77,-75,-75,-87,-75
2574,0,0,-39,-67,-59,-65,-67,-71,-71,-73,-67,-75,-79,-57,-83,-75,-79,-77,-75,-69,-83,-75,-79,-75,-83,-77,-75,-75,-87,-75
2575,0,0,-45,-69,-59,-63,-67,-71,-71,-71,-67,-75,-77,-57,-87,-75,-81,-79,-75,-69,-85,-75,-79,-79,-83,-77,-75,-75,-87,-75
2576,0,0,-41,-67,-59,-63,-65,-79,-73,-77,-69,-75,-77,-57,-87,-75,-79,-81,-71,-69,-85,-75,-77,-83,-83,-77,-77,-75,-87,-75
2577,0,0,-41,-69,-59,-67,-65,-79,-71,-71,-67,-75,-79,-57,-87,-75,-81,-77,-75,-69,-85,-75,-79,-79,-83,-77,-75,-75,-85,-75
2578,0,0,-43,-69,-59,-63,-65,-79,-71,-75,-67,-75,-77,-57,-87,-73,-81,-77,-75,-71,-73,-77,-77,-79,-83,-77,-77,-71,-87,-75
2579,0,0,-43,-69,-59,-63,-65,-81,-71,-73,-67,-77,-77,-57,-83,-75,-81,-77,-67,-71,-85,-75,-79,-79,-83,-77,-77,-71,-87,-75
2580,0,0,-47,-69,-59,-61,-65,-79,-71,-75,-67,-75,-77,-57,-83,-73,-79,-87,-73,-69,-81,-77,-79,-79,-83,-77,-77,-81,-87,-75
2581,0,0,-45,-69,-59,-63,-65,-81,-71,-71,-79,-75,-79,-59,-85,-73,-79,-87,-75,-69,-81,-77,-77,-79,-83,-79,-75,-79,-87,-75
2582,0,0,-45,-65,-59,-63,-65,-79,-71,-71,-67,-77,-77,-57,-83,-75,-77,-79,-75,-69,-83,-77,-79,-85,-83,-79,-75,-79,-83,-75
2583,0,0,-45,-71,-59,-63,-65,-79,-71,-71,-67,-77,-77,-57,-83,-75,-79,-81,-71,-69,-83,-77,-79,-87,-79,-79,-75,-79,-87,-75
2584,0,0,-45,-69,-59,-63,-65,-79,-71,-75,-69,-77,-77,-57,-79,-75,-81,-81,-71,-67,-85,-75,-79,-87,-79,-77,-77,-71,-87,-79
2585,0,0,-45,-71,-59,-65,-65,-79,-73,-73,-67,-77,-79,-59,-79,-75,-79,-79,-71,-67,-85,-75,-79,-87,-79,-75,-75,-71,-87,-79
2586,0,0,-41,-69,-59,-65,-65,-81,-71,-73,-67,-75,-79,-57,-79,-75,-77,-79,-71,-69,-85,-77,-79,-87,-81,-75,-77,-71,-87,-81
2587,0,0,-41,-69,-59,-63,-65,-79,-71,-77,-67,-75,-79,-59,-85,-77,-81,-77,-65,-77,-83,-77,-79,-81,-81,-75,-77,-81,-87,-79
2588,0,0,-45,-71,-59,-63,-65,-79,-71,-73,-67,-75,-79,-57,-85,-83,-79,-77,-65,-67,-85,-77,-79,-79,-81,-77,-77,-73,-87,-79
2589,0,0,-45,-71,-59,-63,-65,-79,-71,-77,-67,-75,-79,-57,-85,-75,-79,-73,-71,-69,-85,-77,-77,-79,-81,-77,-77,-71,-87,-79
2590,0,0,-41,-67,-59,-63,-65,-69,-71,-77,-67,-75,-79,-57,-85,-75,-79,-73,-75,-69,-85,-77,-79,-79,-81,-77,-77,-71,-87,-79
2591,0,0,-45,-67,-61,-63,-65,-81,-71,-71,-67,-73,-77,-57,-83,-75,-79,-77,-71,-71,-87,-75,-79,-79,-81,-77,-75,-71,-87,-81
2592,0,0,-45,-71,-61,-63,-65,-79,-71,-79,-65,-73,-77,-55,-83,-75,-79,-77,-75,-69,-87,-75,-79,-79,-81,-77,-75,-71,-87,-81
2593,0,0,-45,-67,-59,-63,-65,-77,-71,-77,-67,-75,-77,-57,-83,-75,-79,-79,-75,-69,-85,-77,-79,-79,-83,-77,-77,-79,-87,-81
2594,0,0,-45,-69,-59,-63,-65,-81,-71,-75,-67,-77,-79,-57,-83,-75,-79,-69,-75,-69,-83,-77,-77,-79,-83,-77,-77,-79,-87,-81
2595,0,0,-45,-69,-59,-63,-65,-79,-65,-77,-67,-75,-79,-57,-85,-75,-81,-69,-75,-71,-87,-75,-79,-79,-83,-77,-77,-79,-87,-81
2596,0,0,-45,-69,-59,-63,-65,-75,-69,-73,-67,-75,-73,-57,-85,-73,-79,-77,-77,-71,-87,-77,-79,-77,-83,-77,-75,-79,-85,-81
2597,0,0,-45,-67,-59,-63,-65,-81,-69,-71,-67,-75,-79,-57,-85,-75,-81,-79,-75,-67,-85,-77,-79,-79,-83,-77,-77,-79,-85,-81
2598,0,0,-41,-69,-89,-63,-65,-77,-71,-71,-67,-75,-79,-59,-85,-75,-79,-79,-71,-69,-85,-77,-79,-87,-83,-75,-77,-79,-85,-81
2599,0,0,-47,-69,-59,-63,-67,-79,-73,-71,-67,-69,-79,-59,-85,-73,-79,-77,-71,-69,-85,-75,-79,-87,-83,-75,-77,-81,-85,-79
2600,0,0,-41,-67,-59,-63,-67,-79,-71,-75,-67,-69,-71,-59,-85,-73,-75,-79,-71,-67,-85,-75,-79,-87,-83,-77,-77,-81,-85,-79
2601,0,0,-45,-69,-59,-63,-65,-79,-71,-75,-67,-75,-77,-57,-83,-75,-81,-79,-71,-69,-85,-77,-69,-85,-83,-77,-77,-81,-85,-81
2602,0,0,-47,-69,-59,-63,-67,-81,-65,-71,-67,-77,-77,-59,-83,-75,-81,-79,-71,-69,-85,-75,-77,-85,-83,-77,-77,-81,-85,-81
2603,0,0,-41,-69,-59,-63,-67,-75,-71,-73,-67,-77,-79,-59,-83,-71,-83,-79,-71,-69,-87,-75,-77,-79,-81,-77,-77,-75,-85,-79
2604,0,0,-41,-69,-59,-63,-65,-81,-73,-79,-67,-75,-79,-57,-85,-71,-81,-79,-73,-69,-85,-75,-77,-79,-81,-79,-75,-73,-85,-79
2605,0,0,-43,-67,-61,-63,-65,-79,-73,-77,-67,-75,-79,-57,-85,-75,-77,-79,-71,-69,-85,-75,-79,-85,-81,-79,-75,-73,-87,-79
2606,0,0,-43,-71,-59,-65,-63,-79,-73,-71,-67,-75,-79,-57,-85,-75,-79,-79,-71,-67,-85,-77,-81,-79,-81,-77,-77,-71,-87,-79
2607,0,0,-45,-69,-61,-63,-65,-79,-71,-71,-67,-77,-79,-57,-83,-75,-81,-77,-71,-69,-85,-77,-77,-79,-81,-77,-77,-75,-87,-79
2608,0,0,-45,-71,-59,-65,-67,-71,-71,-77,-67,-77,-79,-55,-83,-75,-79,-77,-67,-71,-85,-77,-79,-83,-81,-77,-77,-75,-89,-79
2609,0,0,-43,-69,-61,-63,-65,-79,-71,-73,-67,-75,-79,-59,-83,-75,-75,-77,-69,-65,-83,-77,-79,-87,-81,-77,-77,-75,-89,-79
2610,0,0,-45,-71,-59,-63,-65,-71,-73,-79,-69,-75,-79,-57,-83,-75,-77,-79,-69,-69,-87,-75,-77,-81,-81,-77,-77,-75,-89,-79
2611,0,0,-41,-69,-59,-65,-67,-79,-71,-73,-67,-67,-79,-81,-83,-75,-81,-81,-71,-71,-83,-75,-79,-87,-81,-77,-77,-75,-89,-79
2612,0,0,-45,-69,-59,-63,-65,-77,-71,-77,-67,-75,-79,-55,-83,-75,-79,-79,-71,-69,-85,-77,-79,-85,-81,-77,-75,-75,-89,-79
2613,0,0,-69,-69,-59,-63,-65,-77,-71,-77,-67,-77,-73,-57,-83,-77,-79,-79,-71,-67,-85,-75,-79,-79,-81,-77,-77,-75,-85,-79
2614,0,0,-45,-69,-59,-65,-65,-79,-71,-73,-67,-75,-73,-57,-83,-77,-79,-79,-71,-69,-87,-77,-79,-79,-81,-77,-75,-75,-85,-79
2615,0,0,-45,-69,-59,-65,-67,-79,-73,-73,-67,-75,-79,-59,-83,-75,-75,-73,-71,-69,-83,-77,-79,-81,-81,-77,-75,-75,-81,-79
2616,0,0,-43,-69,-59,-63,-65,-75,-71,-73,-67,-75,-79,-57,-85,-75,-79,-75,-73,-85,-83,-77,-79,-83,-81,-77,-77,-75,-81,-79
2617,0,0,-45,-69,-59,-63,-65,-79,-71,-73,-69,-75,-79,-57,-83,-75,-79,-75,-73,-77,-85,-77,-77,-85,-81,-77,-77,-75,-81,-79
2618,0,0,-41,-67,-59,-75,-65,-77,-73,-77,-67,-75,-79,-59,-85,-75,-79,-75,-73,-77,-85,-77,-79,-85,-81,-77,-75,-75,-85,-79
2619,0,0,-45,-67,-59,-63,-67,-77,-73,-73,-67,-75,-79,-57,-83,-77,-75,-81,-73,-69,-85,-77,-79,-85,-81,-77,-75,-75,-87,-79
2620,0,0,-45,-69,-59,-63,-71,-81,-65,-77,-67,-75,-79,-57,-85,-77,-77,-81,-69,-69,-87,-77,-79,-79,-83,-77,-75,-75,-87,-79
2621,0,0,-47,-69,-59,-63,-65,-79,-65,-75,-65,-75,-79,-57,-85,-77,-79,-77,-73,-69,-73,-77,-77,-79,-83,-75,-75,-75,-87,-79
2622,0,0,-43,-69,-59,-63,-65,-79,-71,-75,-67,-75,-79,-57,-85,-77,-79,-77,-73,-69,-73,-75,-79,-87,-83,-75,-77,-75,-87,-79
2623,0,0,-45,-69,-59,-63,-65,-71,-71,-77,-67,-75,-79,-57,-85,-79,-77,-79,-73,-69,-87,-77,-77,-85,-83,-77,-77,-75,-87,-79
2624,0,0,-47,-69,-59,-65,-65,-81,-71,-77,-67,-75,-79,-57,-85,-77,-77,-79,-73,-71,-83,-75,-79,-85,-83,-77,-77,-75,-87,-79
2625,0,0,-41,-69,-59,-63,-65,-79,-71,-75,-67,-75,-79,-57,-81,-77,-79,-79,-73,-69,-85,-77,-79,-83,-83,-77,-77,-75,-87,-79
2626,0,0,-45,-69,-59,-63,-65,-79,-71,-77,-65,-75,-79,-55,-81,-77,-77,-79,-69,-67,-85,-77,-79,-81,-83,-77,-77,-75,-87,-79
2627,0,0,-41,-69,-59,-63,-67,-79,-73,-73,-67,-75,-79,-57,-83,-75,-81,-69,-69,-67,-85,-77,-79,-79,-83,-77,-77,-75,-87,-79
2628,0,0,-45,-69,-59,-63,-65,-79,-73,-83,-67,-73,-77,-57,-83,-75,-79,-77,-69,-69,-85,-77,-79,-79,-83,-79,-77,-81,-87,-85
2629,0,0,-41,-69,-59,-65,-65,-77,-73,-73,-67,-77,-77,-57,-83,-81,-79,-77,-73,-69,-83,-77,-79,-83,-81,-77,-77,-75,-87,-81
2630,0,0,-45,-67,-59,-63,-65,-79,-71,-75,-67,-75,-79,-57,-83,-75,-79,-79,-71,-69,-73,-77,-79,-79,-81,-77,-75,-75,-87,-81
2631,0,0,-41,-67,-59,-61,-65,-79,-71,-77,-67,-75,-75,-57,-83,-75,-79,-77,-73,-69,-85,-77,-79,-79,-81,-75,-77,-71,-89,-81
2632,0,0,-45,-69,-59,-63,-67,-79,-73,-77,-69,-75,-71,-57,-83,-73,-79,-73,-71,-69,-83,-77,-77,-79,-81,-77,-77,-71,-85,-81
2633,0,0,-45,-69,-59,-63,-67,-81,-71,-71,-69,-75,-77,-57,-81,-79,-79,-77,-71,-69,-83,-77,-77,-83,-81,-75,-77,-71,-85,-81
2634,0,0,-45,-67,-59,-61,-65,-81,-71,-75,-67,-75,-79,-57,-83,-75,-81,-77,-75,-81,-83,-77,-77,-83,-81,-75,-77,-71,-85,-87
2635,0,0,-47,-69,-59,-63,-65,-81,-71,-79,-67,-77,-79,-57,-83,-75,-79,-77,-75,-69,-87,-77,-79,-77,-81,-75,-77,-71,-83,-87
2636,0,0,-75,-69,-59,-63,-65,-79,-73,-71,-69,-75,-79,-59,-83,-75,-81,-77,-71,-69,-83,-75,-79,-79,-81,-75,-77,-73,-85,-87
2637,0,0,-45,-67,-59,-63,-65,-81,-73,-79,-67,-77,-79,-59,-83,-75,-81,-75,-71,-69,-83,-75,-79,-79,-81,-75,-77,-75,-85,-83
2638,0,0,-43,-71,-59,-63,-65,-81,-71,-79,-67,-77,-79,-59,-83,-75,-79,-79,-73,-69,-83,-77,-77,-79,-83,-75,-77,-75,-85,-83
2639,0,0,-43,-69,-59,-63,-65,-79,-71,-77,-67,-75,-79,-57,-85,-75,-79,-79,-73,-71,-85,-75,-79,-85,-83,-75,-77,-75,-87,-83
2640,0,0,-45,-69,-59,-63,-65,-79,-71,-77,-67,-75,-79,-57,-71,-75,-75,-79,-73,-69,-85,-75,-79,-83,-81,-75,-77,-75,-87,-83
2641,0,0,-43,-69,-59,-63,-67,-81,-73,-75,-69,-75,-79,-57,-71,-73,-77,-79,-67,-69,-85,-75,-79,-81,-83,-77,-77,-75,-85,-83
2642,0,0,-41,-69,-59,-63,-67,-71,-71,-73,-67,-75,-77,-57,-85,-73,-81,-79,-71,-89,-87,-75,-79,-83,-83,-77,-77,-71,-85,-83
2643,0,0,-45,-69,-59,-65,-65,-79,-71,-75,-69,-75,-79,-57,-85,-77,-79,-79,-71,-71,-85,-77,-79,-79,-83,-77,-77,-71,-87,-87
2644,0,0,-69,-69,-59,-63,-65,-79,-71,-73,-67,-75,-79,-59,-85,-75,-79,-71,-71,-73,-83,-75,-79,-85,-81,-77,-77,-71,-87,-85
2645,0,0,-45,-71,-59,-63,-65,-81,-71,-71,-67,-77,-77,-59,-85,-77,-79,-71,-71,-71,-83,-75,-79,-85,-81,-73,-77,-75,-87,-85
2646,0,0,-47,-69,-59,-63,-65,-81,-73,-79,-69,-77,-77,-57,-85,-75,-79,-71,-73,-71,-83,-77,-79,-87,-81,-77,-77,-75,-87,-85
2647,0,0,-47,-71,-59,-65,-65,-81,-73,-79,-69,-77,-77,-57,-85,-75,-77,-81,-69,-71,-83,-77,-77,-81,-83,-77,-77,-75,-87,-85
2648,0,0,-45,-67,-59,-65,-67,-79,-71,-79,-69,-75,-77,-57,-85,-75,-79,-69,-69,-69,-83,-75,-79,-81,-81,-77,-77,-75,-87,-79
2649,0,0,-45,-69,-59,-63,-67,-79,-71,-73,-65,-75,-73,-57,-85,-75,-79,-81,-69,-71,-83,-77,-79,-87,-81,-77,-77,-75,-87,-83
2650,0,0,-45,-69,-59,-63,-65,-77,-71,-77,-69,-75,-77,-57,-85,-77,-79,-79,-71,-71,-87,-77,-79,-79,-81,-77,-75,-75,-87,-83
2651,0,0,-41,-69,-59,-65,-65,-79,-71,-75,-67,-75,-79,-57,-85,-79,-79,-75,-71,-69,-87,-77,-79,-79,-83,-77,-75,-75,-85,-83
2652,0,0,-41,-67,-85,-63,-65,-79,-65,-73,-67,-77,-77,-57,-85,-79,-81,-81,-69,-69,-85,-77,-79,-87,-83,-77,-75,-71,-85,-87
2653,0,0,-41,-71,-85,-65,-67,-79,-73,-71,-67,-75,-77,-57,-83,-75,-79,-81,-69,-71,-85,-75,-79,-87,-79,-77,-75,-71,-85,-85
2654,0,0,-47,-69,-59,-63,-67,-79,-71,-77,-67,-75,-77,-57,-83,-77,-77,-71,-67,-67,-85,-75,-79,-85,-79,-77,-75,-71,-85,-85
2655,0,0,-47,-69,-59,-63,-65,-79,-71,-77,-67,-75,-77,-57,-85,-77,-81,-71,-67,-71,-85,-77,-77,-87,-83,-77,-77,-75,-87,-85
2656,0,0,-47,-69,-59,-63,-67,-77,-71,-79,-67,-73,-79,-59,-85,-75,-77,-71,-75,-69,-85,-75,-79,-81,-83,-75,-75,-81,-87,-83
2657,0,0,-47,-71,-59,-63,-65,-79,-71,-69,-67,-73,-75,-59,-85,-75,-79,-71,-75,-69,-85,-77,-79,-81,-81,-77,-75,-81,-87,-83
2658,0,0,-45,-67,-59,-63,-67,-77,-65,-71,-67,-73,-77,-57,-85,-75,-81,-75,-67,-69,-79,-77,-81,-79,-81,-77,-75,-81,-89,-83
2659,0,0,-41,-67,-59,-63,-65,-71,-73,-77,-67,-75,-77,-57,-85,-77,-81,-75,-73,-71,-79,-75,-79,-71,-81,-77,-77,-81,-89,-83
2660,0,0,-41,-67,-59,-63,-65,-69,-73,-75,-67,-83,-79,-57,-85,-75,-81,-75,-71,-69,-79,-77,-77,-85,-81,-79,-75,-75,-89,-85
2661,0,0,-41,-69,-59,-63,-67,-69,-71,-77,-67,-83,-79,-57,-85,-75,-81,-75,-71,-69,-85,-75,-81,-83,-81,-77,-77,-75,-89,-85
2662,0,0,-41,-69,-61,-65,-65,-79,-73,-77,-67,-75,-79,-59,-85,-73,-77,-73,-69,-69,-85,-77,-79,-77,-81,-77,-75,-75,-89,-85
2663,0,0,-45,-71,-61,-63,-65,-79,-71,-77,-67,-75,-79,-57,-83,-75,-79,-73,-71,-69,-87,-75,-77,-79,-79,-77,-73,-71,-89,-85
2664,0,0,-69,-69,-59,-63,-65,-71,-71,-77,-67,-73,-79,-57,-85,-83,-81,-73,-71,-69,-85,-77,-79,-79,-79,-77,-77,-71,-81,-85
2665,0,0,-69,-69,-59,-63,-65,-71,-71,-75,-67,-75,-79,-57,-85,-75,-79,-77,-67,-67,-85,-75,-79,-79,-79,-77,-75,-71,-81,-85
2666,0,0,-47,-67,-59,-63,-65,-79,-71,-75,-67,-77,-77,-57,-85,-75,-79,-77,-67,-69,-85,-77,-77,-79,-79,-77,-75,-71,-81,-85
2667,0,0,-45,-69,-59,-63,-65,-75,-71,-77,-67,-75,-77,-57,-83,-75,-79,-75,-69,-69,-85,-77,-79,-79,-81,-77,-75,-73,-81,-85
2668,0,0,-43,-69,-59,-65,-63,-79,-71,-73,-67,-77,-79,-57,-83,-75,-79,-81,-65,-71,-83,-77,-79,-81,-81,-77,-77,-73,-81,-85
2669,0,0,-45,-71,-59,-63,-65,-79,-73,-71,-67,-77,-75,-57,-83,-75,-79,-77,-73,-77,-85,-75,-79,-83,-79,-77,-77,-71,-85,-85
2670,0,0,-45,-69,-59,-63,-65,-79,-73,-73,-67,-75,-79,-59,-83,-73,-79,-77,-69,-69,-71,-75,-79,-69,-81,-77,-75,-71,-85,-85
2671,0,0,-45,-67,-59,-63,-65,-71,-71,-71,-67,-75,-79,-59,-83,-77,-79,-79,-69,-69,-83,-77,-79,-85,-81,-77,-75,-79,-85,-85
2672,0,0,-45,-69,-59,-63,-65,-81,-71,-73,-67,-75,-77,-57,-83,-67,-77,-81,-69,-69,-83,-77,-79,-79,-81,-77,-75,-79,-85,-85
2673,0,0,-47,-67,-59,-63,-65,-73,-71,-73,-67,-75,-77,-57,-83,-67,-79,-69,-69,-69,-81,-77,-79,-75,-81,-77,-75,-79,-85,-85
2674,0,0,-41,-69,-59,-63,-73,-71,-71,-75,-67,-75,-79,-79,-83,-75,-79,-69,-69,-69,-85,-75,-79,-81,-77,-77,-75,-79,-85,-85
2675,0,0,-47,-69,-61,-63,-65,-79,-71,-77,-69,-75,-79,-57,-83,-73,-81,-69,-67,-67,-83,-75,-79,-81,-77,-77,-75,-79,-85,-85
2676,0,0,-45,-69,-59,-63,-65,-79,-71,-75,-67,-75,-73,-57,-83,-75,-77,-77,-69,-67,-85,-77,-79,-79,-81,-77,-77,-79,-87,-83
2677,0,0,-45,-69,-59,-71,-65,-79,-75,-75,-69,-77,-79,-57,-83,-75,-79,-81,-71,-69,-85,-77,-79,-79,-81,-77,-75,-79,-85,-83
2678,0,0,-47,-67,-59,-63,-65,-79,-71,-75,-67,-77,-79,-57,-83,-75,-79,-81,-71,-71,-85,-77,-79,-79,-81,-77,-75,-79,-87,-83
2679,0,0,-39,-71,-59,-63,-67,-79,-71,-73,-67,-77,-79,-57,-83,-75,-79,-81,-71,-69,-85,-77,-79,-79,-83,-77,-77,-65,-87,-83
2680,0,0,-39,-69,-59,-63,-65,-75,-71,-75,-67,-75,-77,-57,-85,-71,-77,-81,-71,-69,-79,-77,-79,-85,-83,-75,-77,-75,-87,-85
2681,0,0,-41,-69,-59,-63,-65,-79,-71,-79,-65,-75,-77,-57,-85,-71,-79,-81,-71,-69,-85,-77,-77,-81,-81,-75,-75,-81,-87,-85
2682,0,0,-43,-77,-59,-63,-65,-79,-73,-77,-67,-75,-79,-57,-85,-77,-81,-79,-71,-67,-85,-75,-79,-83,-83,-75,-77,-81,-87,-85
2683,0,0,-41,-69,-59,-63,-65,-81,-71,-77,-67,-75,-79,-57,-83,-75,-79,-79,-67,-67,-83,-77,-79,-81,-83,-77,-75,-73,-87,-83
2684,0,0,-45,-69,-61,-63,-65,-77,-71,-73,-67,-75,-79,-57,-83,-77,-79,-77,-71,-67,-87,-77,-79,-69,-83,-77,-77,-73,-87,-85
2685,0,0,-75,-71,-59,-63,-65,-79,-65,-73,-67,-75,-79,-57,-83,-75,-79,-79,-73,-69,-85,-77,-77,-81,-81,-77,-77,-73,-87,-85
2686,0,0,-41,-69,-59,-63,-65,-81,-73,-73,-69,-77,-77,-57,-79,-77,-79,-77,-69,-69,-85,-75,-77,-77,-81,-77,-75,-73,-87,-85
2687,0,0,-45,-71,-59,-63,-65,-79,-73,-73,-67,-75,-77,-57,-79,-87,-79,-77,-69,-69,-85,-77,-79,-85,-77,-77,-75,-73,-89,-83
2688,0,0,-81,-71,-59,-63,-65,-79,-71,-77,-69,-77,-79,-57,-81,-77,-77,-75,-69,-69,-85,-77,-77,-77,-81,-77,-75,-73,-85,-83
2689,0,0,-45,-69,-59,-63,-67,-81,-71,-77,-67,-75,-79,-59,-81,-77,-79,-75,-69,-67,-81,-77,-79,-85,-81,-73,-75,-73,-85,-83
2690,0,0,-45,-69,-59,-65,-65,-79,-71,-75,-67,-75,-79,-57,-81,-75,-79,-75,-69,-71,-85,-73,-79,-85,-81,-77,-77,-81,-85,-83
2691,0,0,-45,-69,-59,-63,-65,-79,-65,-77,-67,-75,-79,-59,-85,-71,-79,-81,-73,-71,-85,-75,-79,-79,-79,-77,-77,-81,-85,-83
2692,0,0,-45,-69,-59,-65,-63,-79,-71,-73,-67,-75,-73,-57,-85,-75,-79,-73,-71,-69,-85,-77,-79,-79,-79,-77,-75,-81,-85,-87
2693,0,0,-45,-69,-59,-63,-63,-79,-71,-73,-67,-77,-79,-57,-87,-77,-79,-79,-75,-71,-85,-75,-79,-79,-83,-77,-75,-81,-87,-87
2694,0,0,-45,-71,-59,-63,-63,-79,-71,-77,-67,-75,-79,-57,-83,-77,-77,-81,-73,-69,-85,-77,-77,-85,-83,-77,-77,-75,-87,-87
2695,0,0,-41,-69,-59,-63,-65,-75,-69,-73,-67,-77,-79,-57,-83,-73,-79,-71,-73,-67,-87,-77,-79,-79,-81,-77,-75,-75,-85,-83
2696,0,0,-43,-71,-59,-63,-65,-79,-71,-77,-67,-75,-77,-57,-83,-75,-81,-77,-73,-67,-87,-77,-79,-79,-81,-77,-77,-85,-85,-83
