,X,Y,"""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""UdeC""
84:D4:7E:29:3E:80","""FabLab""
AC:84:C6:3E:EF:51","""SMA1930055648""
B0:72:BF:05:3C:3D","""Lab ERNC""
00:90:4C:91:00:03","""Eduescob1""
68:FF:7B:1D:44:01","""eduroam""
84:D4:7E:29:3E:82","""LCDA""
B0:48:7A:DE:14:8C","""Sistemas Electronicos""
64:70:02:40:6C:DE","""AP_1612927617""
BC:54:F9:FC:7F:60","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Microondas""
48:F8:B3:22:4D:4B","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""CE5CFB""
98:FC:11:E2:A6:A5","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Vibraciones""
50:C7:BF:DD:C3:B3","""LabSerc 2.4""
94:10:3E:86:13:20","""Die231""
EC:08:6B:42:B5:4A","""Controlistas""
54:E6:FC:E7:FA:D2"
15739,1,0,-67,-74,-72,-76,-52,-65,-73,-72,-67,-73,-73,-81,-72,-71,-77,-81,-80,-76,-73,-78,-65
15740,1,0,-67,-74,-72,-76,-52,-65,-73,-72,-67,-73,-72,-81,-72,-71,-77,-82,-80,-76,-73,-78,-65
15741,1,0,-67,-74,-72,-77,-53,-63,-73,-73,-66,-73,-72,-81,-72,-71,-76,-83,-80,-76,-73,-78,-65
15742,1,0,-67,-74,-72,-77,-53,-64,-73,-73,-66,-73,-72,-81,-72,-71,-76,-82,-80,-77,-73,-78,-65
15743,1,0,-67,-73,-72,-77,-53,-64,-73,-73,-66,-73,-72,-81,-72,-71,-77,-82,-82,-76,-73,-78,-65
15744,1,0,-67,-73,-72,-77,-52,-64,-73,-73,-65,-73,-72,-80,-72,-71,-76,-81,-81,-76,-72,-78,-65
15745,1,0,-67,-74,-74,-77,-52,-64,-73,-73,-65,-73,-73,-82,-72,-71,-76,-82,-82,-76,-72,-65,-79
15746,1,0,-67,-75,-73,-77,-52,-64,-73,-73,-65,-72,-73,-81,-72,-71,-77,-82,-81,-76,-72,-65,-79
15747,1,0,-67,-76,-73,-77,-53,-64,-73,-73,-65,-72,-73,-81,-72,-71,-77,-82,-81,-76,-72,-65,-79
15748,1,0,-67,-76,-74,-76,-53,-64,-73,-72,-65,-72,-72,-81,-72,-73,-77,-81,-80,-77,-72,-65,-79
15749,1,0,-67,-75,-76,-77,-52,-64,-73,-72,-65,-72,-74,-81,-72,-73,-78,-81,-80,-77,-72,-65,-79
15750,1,0,-67,-76,-74,-77,-52,-64,-73,-72,-65,-72,-74,-81,-72,-73,-76,-81,-80,-77,-73,-65,-79
15751,1,0,-67,-76,-74,-76,-52,-64,-73,-72,-65,-72,-74,-81,-72,-73,-76,-81,-80,-77,-73,-65,-79
15752,1,0,-67,-77,-74,-76,-52,-64,-73,-72,-65,-72,-74,-81,-72,-73,-77,-82,-80,-76,-73,-65,-79
15753,1,0,-67,-77,-74,-77,-52,-64,-73,-72,-64,-72,-73,-81,-72,-73,-77,-82,-80,-76,-73,-65,-79
15754,1,0,-67,-76,-73,-77,-52,-67,-73,-72,-65,-72,-73,-81,-72,-73,-77,-82,-80,-76,-74,-65,-79
15755,1,0,-67,-75,-73,-77,-53,-66,-73,-72,-65,-72,-73,-81,-72,-73,-77,-82,-80,-76,-74,-65,-79
15756,1,0,-67,-75,-74,-77,-53,-65,-73,-72,-65,-72,-73,-81,-72,-73,-77,-81,-80,-76,-74,-65,-79
15757,1,0,-67,-74,-74,-77,-53,-65,-73,-73,-65,-72,-72,-81,-72,-73,-78,-83,-80,-76,-74,-65,-79
15758,1,0,-67,-75,-74,-77,-52,-65,-73,-73,-65,-72,-72,-81,-72,-72,-78,-82,-80,-76,-74,-65,-79
15759,1,0,-67,-75,-74,-76,-52,-64,-73,-73,-65,-72,-72,-81,-72,-72,-78,-82,-80,-76,-74,-65,-79
15760,1,0,-67,-75,-73,-76,-53,-65,-74,-73,-65,-72,-72,-81,-73,-72,-78,-82,-80,-76,-74,-65,-79
15761,1,0,-67,-74,-74,-75,-52,-65,-73,-74,-65,-72,-72,-81,-73,-72,-78,-82,-80,-76,-74,-65,-79
15762,1,0,-67,-74,-74,-76,-52,-65,-73,-74,-65,-72,-72,-81,-73,-72,-78,-81,-80,-77,-74,-65,-79
15763,1,0,-67,-74,-74,-76,-52,-65,-73,-74,-65,-72,-72,-81,-73,-72,-78,-83,-80,-77,-73,-65,-79
15764,1,0,-67,-74,-73,-76,-52,-65,-73,-74,-65,-72,-72,-81,-73,-72,-78,-83,-80,-77,-73,-65,-79
15765,1,0,-67,-75,-73,-77,-52,-65,-73,-73,-65,-72,-72,-81,-72,-72,-77,-84,-79,-77,-73,-65,-79
15766,1,0,-67,-75,-73,-77,-52,-65,-73,-73,-65,-73,-73,-81,-72,-72,-77,-85,-79,-77,-73,-65,-79
15767,1,0,-67,-74,-73,-77,-52,-65,-73,-73,-65,-73,-73,-81,-72,-72,-77,-85,-79,-77,-73,-65,-79
15768,1,0,-67,-74,-72,-77,-52,-65,-73,-72,-65,-73,-72,-81,-72,-72,-76,-85,-79,-77,-73,-65,-79
15769,1,0,-67,-74,-72,-76,-52,-65,-73,-72,-65,-73,-72,-83,-72,-73,-77,-86,-79,-77,-73,-65,-79
15770,1,0,-67,-74,-72,-77,-53,-65,-73,-72,-65,-73,-73,-82,-72,-73,-77,-87,-79,-77,-73,-65,-79
15771,1,0,-67,-74,-72,-77,-53,-65,-73,-72,-65,-73,-73,-82,-72,-73,-77,-87,-79,-77,-73,-65,-79
15772,1,0,-67,-74,-74,-77,-52,-65,-73,-72,-65,-73,-73,-81,-72,-72,-77,-87,-79,-76,-73,-65,-79
15773,1,0,-67,-73,-74,-77,-52,-65,-73,-72,-65,-73,-73,-81,-72,-72,-77,-86,-79,-76,-73,-65,-91
15774,1,0,-67,-74,-74,-77,-53,-65,-73,-73,-65,-73,-73,-81,-72,-72,-77,-86,-79,-76,-73,-65,-91
15775,1,0,-67,-74,-73,-77,-52,-65,-73,-73,-65,-72,-74,-81,-72,-72,-77,-85,-79,-76,-73,-65,-91
15776,1,0,-67,-74,-73,-77,-52,-65,-73,-73,-65,-72,-73,-81,-72,-72,-77,-85,-79,-76,-73,-65,-91
15777,1,0,-67,-74,-73,-77,-52,-65,-73,-73,-65,-72,-73,-81,-72,-72,-77,-86,-79,-76,-73,-65,-92
15778,1,0,-67,-74,-72,-77,-53,-65,-73,-73,-65,-72,-73,-81,-72,-72,-77,-85,-79,-77,-73,-65,-91
15779,1,0,-67,-74,-72,-77,-52,-64,-72,-73,-65,-72,-73,-81,-72,-72,-77,-85,-79,-77,-73,-65,-91
15780,1,0,-67,-75,-73,-77,-52,-65,-72,-73,-65,-72,-75,-81,-72,-72,-77,-85,-79,-77,-77,-65,-91
15781,1,0,-67,-75,-73,-77,-52,-65,-72,-73,-65,-72,-74,-81,-72,-72,-77,-85,-79,-77,-75,-65,-90
15782,1,0,-67,-74,-73,-76,-52,-65,-72,-73,-65,-72,-73,-81,-72,-72,-76,-85,-79,-77,-75,-65,-90
15783,1,0,-67,-75,-73,-76,-52,-65,-72,-72,-65,-72,-73,-81,-72,-72,-77,-85,-79,-77,-74,-65,-90
15784,1,0,-67,-74,-73,-77,-52,-66,-72,-72,-65,-72,-73,-81,-72,-72,-77,-85,-79,-77,-74,-65,-90
15785,1,0,-67,-74,-73,-77,-53,-66,-72,-72,-65,-72,-73,-81,-72,-72,-77,-84,-79,-77,-74,-65,-90
15786,1,0,-67,-74,-73,-76,-54,-65,-72,-72,-65,-72,-73,-81,-72,-72,-76,-85,-79,-77,-74,-65,-91
15787,1,0,-67,-74,-73,-76,-54,-66,-72,-72,-65,-72,-73,-81,-72,-72,-77,-85,-79,-77,-74,-91,-80
15788,1,0,-67,-74,-73,-76,-54,-66,-72,-72,-65,-72,-73,-81,-72,-72,-77,-85,-79,-77,-74,-91,-82
15789,1,0,-67,-74,-73,-76,-54,-65,-72,-72,-65,-72,-73,-81,-72,-72,-77,-84,-79,-77,-73,-92,-83
15790,1,0,-67,-75,-74,-77,-53,-65,-72,-73,-65,-72,-73,-81,-72,-72,-77,-83,-79,-77,-74,-92,-83
15791,1,0,-67,-74,-74,-76,-53,-65,-72,-73,-65,-72,-73,-82,-72,-72,-77,-84,-79,-77,-74,-92,-83
15792,1,0,-67,-75,-74,-76,-53,-65,-72,-73,-65,-72,-74,-82,-72,-72,-77,-84,-79,-77,-74,-93,-83
15793,1,0,-67,-75,-74,-76,-53,-65,-72,-73,-65,-72,-73,-82,-72,-72,-77,-83,-79,-77,-74,-93,-83
15794,1,0,-67,-74,-73,-76,-54,-65,-72,-72,-65,-72,-73,-81,-72,-72,-77,-83,-79,-77,-74,-92,-83
15795,1,0,-67,-74,-73,-76,-54,-65,-72,-72,-65,-72,-73,-81,-72,-72,-77,-85,-79,-77,-74,-92,-83
15796,1,0,-67,-74,-73,-75,-53,-65,-72,-72,-65,-72,-73,-81,-72,-72,-77,-84,-79,-77,-73,-92,-83
15797,1,0,-67,-75,-73,-75,-53,-66,-72,-72,-65,-72,-73,-81,-72,-72,-76,-83,-79,-77,-73,-92,-83
15798,1,0,-67,-75,-72,-76,-53,-66,-72,-72,-65,-72,-72,-81,-72,-72,-77,-83,-79,-77,-73,-93,-83
15799,1,0,-67,-76,-73,-76,-53,-65,-72,-72,-65,-72,-72,-81,-72,-72,-77,-85,-79,-77,-73,-93,-83
15800,1,0,-67,-75,-73,-77,-53,-65,-72,-72,-65,-72,-72,-81,-72,-72,-77,-84,-79,-77,-73,-93,-83
15801,1,0,-67,-74,-73,-77,-53,-65,-72,-72,-65,-72,-72,-81,-72,-72,-77,-83,-79,-76,-73,-94,-83
15802,1,0,-67,-75,-74,-77,-53,-65,-72,-72,-65,-72,-72,-81,-72,-72,-77,-84,-79,-76,-73,-94,-83
15803,1,0,-67,-75,-73,-76,-53,-65,-72,-72,-65,-72,-72,-83,-72,-72,-78,-85,-81,-76,-73,-94,-83
15804,1,0,-67,-76,-73,-77,-53,-65,-72,-72,-65,-72,-72,-82,-72,-72,-78,-85,-81,-76,-74,-94,-83
15805,1,0,-67,-75,-73,-77,-53,-65,-72,-72,-65,-72,-72,-82,-72,-72,-78,-86,-81,-77,-74,-94,-83
15806,1,0,-67,-74,-73,-76,-53,-65,-72,-72,-65,-72,-72,-82,-73,-72,-78,-87,-81,-77,-74,-94,-83
15807,1,0,-66,-75,-73,-75,-52,-65,-72,-72,-65,-72,-73,-81,-73,-72,-78,-87,-82,-77,-74,-91,-83
15808,1,0,-66,-75,-73,-76,-52,-65,-72,-72,-65,-72,-73,-81,-72,-72,-78,-85,-82,-77,-73,-91,-82
15809,1,0,-66,-75,-72,-77,-52,-65,-72,-72,-65,-72,-73,-81,-72,-72,-78,-85,-82,-77,-73,-91,-83
15810,1,0,-66,-76,-72,-77,-52,-65,-72,-72,-65,-72,-73,-81,-72,-72,-78,-85,-81,-77,-73,-91,-83
15811,1,0,-66,-75,-72,-77,-53,-65,-72,-73,-65,-72,-73,-81,-72,-72,-78,-84,-81,-77,-73,-91,-81
15812,1,0,-66,-75,-72,-76,-53,-65,-75,-73,-65,-72,-73,-81,-72,-72,-78,-85,-81,-77,-73,-91,-81
15813,1,0,-66,-76,-72,-77,-53,-65,-75,-73,-65,-72,-73,-81,-72,-72,-76,-86,-80,-77,-73,-91,-81
15814,1,0,-66,-74,-72,-77,-53,-65,-74,-73,-65,-72,-73,-81,-73,-72,-76,-83,-80,-77,-73,-91,-83
15815,1,0,-66,-73,-72,-76,-53,-65,-73,-73,-65,-72,-73,-81,-74,-72,-77,-84,-80,-77,-73,-91,-82
15816,1,0,-66,-73,-72,-76,-53,-65,-73,-74,-65,-72,-73,-81,-73,-72,-77,-84,-80,-77,-73,-91,-82
15817,1,0,-66,-73,-74,-77,-55,-65,-73,-73,-65,-72,-73,-81,-73,-72,-77,-83,-80,-77,-73,-91,-82
15818,1,0,-66,-74,-73,-77,-55,-64,-73,-73,-65,-72,-73,-81,-73,-72,-77,-81,-80,-77,-73,-93,-82
15819,1,0,-67,-74,-74,-77,-55,-64,-73,-73,-65,-72,-73,-81,-73,-72,-77,-81,-80,-77,-73,-93,-82
15820,1,0,-67,-75,-73,-77,-54,-64,-73,-73,-65,-72,-73,-81,-73,-72,-77,-82,-80,-77,-73,-93,-82
15821,1,0,-67,-75,-73,-77,-54,-65,-73,-73,-65,-72,-73,-82,-73,-72,-77,-82,-80,-77,-73,-93,-82
15822,1,0,-67,-74,-73,-75,-54,-65,-73,-73,-65,-72,-73,-82,-73,-72,-77,-82,-80,-77,-73,-93,-82
15823,1,0,-67,-74,-73,-75,-54,-65,-73,-72,-65,-72,-73,-81,-73,-72,-77,-83,-80,-77,-73,-94,-80
15824,1,0,-67,-74,-73,-75,-54,-65,-73,-72,-65,-72,-73,-81,-73,-72,-77,-83,-80,-77,-73,-94,-80
15825,1,0,-67,-75,-73,-76,-53,-65,-73,-72,-65,-72,-73,-81,-73,-72,-77,-83,-80,-77,-73,-95,-80
15826,1,0,-67,-75,-73,-75,-53,-65,-73,-72,-65,-72,-73,-83,-73,-72,-77,-82,-80,-77,-73,-93,-80
15827,1,0,-67,-74,-72,-75,-53,-65,-73,-72,-65,-72,-73,-82,-72,-72,-76,-82,-80,-76,-72,-93,-80
15828,1,0,-67,-74,-72,-74,-53,-65,-73,-72,-65,-72,-73,-82,-72,-72,-77,-81,-80,-76,-72,-93,-95
15829,1,0,-67,-75,-73,-74,-54,-66,-73,-72,-65,-72,-73,-82,-72,-72,-77,-80,-80,-76,-73,-93,-95
15830,1,0,-67,-73,-73,-75,-54,-65,-73,-73,-65,-72,-72,-82,-72,-72,-77,-82,-80,-77,-73,-94,-95
15831,1,0,-67,-74,-73,-75,-53,-65,-73,-73,-65,-72,-72,-82,-72,-72,-77,-83,-80,-77,-73,-94,-95
15832,1,0,-67,-75,-73,-75,-53,-65,-73,-72,-65,-72,-72,-83,-72,-72,-76,-84,-80,-77,-73,-95,-95
15833,1,0,-67,-74,-73,-75,-53,-65,-73,-72,-65,-72,-72,-83,-72,-72,-77,-83,-80,-77,-73,-95,-95
15834,1,0,-67,-74,-73,-75,-53,-65,-73,-72,-65,-72,-72,-82,-72,-72,-77,-83,-80,-77,-73,-94,-95
15835,1,0,-67,-74,-73,-75,-52,-65,-73,-72,-63,-72,-72,-81,-72,-72,-76,-85,-80,-77,-73,-94,-95
15836,1,0,-67,-74,-73,-76,-52,-64,-73,-72,-65,-72,-72,-81,-72,-72,-76,-86,-80,-77,-73,-94,-96
15837,1,0,-67,-73,-72,-76,-52,-64,-73,-73,-65,-72,-72,-81,-72,-72,-76,-86,-80,-77,-73,-94,-96
15838,1,0,-67,-73,-74,-76,-53,-65,-74,-73,-65,-72,-72,-80,-72,-71,-76,-86,-80,-76,-73,-94,-96
15839,1,0,-67,-73,-74,-75,-53,-65,-75,-73,-65,-72,-72,-80,-72,-71,-76,-86,-80,-76,-73,-94,-96
15840,1,0,-67,-73,-74,-75,-53,-65,-75,-73,-65,-72,-72,-80,-72,-71,-77,-86,-80,-76,-73,-94,-96
15841,1,0,-67,-73,-72,-76,-53,-65,-75,-73,-65,-72,-72,-80,-72,-71,-77,-86,-80,-77,-73,-94,-96
15842,1,0,-67,-74,-72,-76,-53,-65,-73,-73,-65,-72,-72,-80,-72,-71,-77,-86,-80,-77,-73,-96,-79
15843,1,0,-67,-73,-72,-76,-52,-65,-73,-73,-65,-72,-72,-80,-72,-71,-77,-85,-81,-76,-73,-97,-79
15844,1,0,-67,-74,-72,-75,-53,-65,-73,-73,-65,-72,-72,-80,-72,-71,-78,-85,-81,-75,-73,-97,-79
15845,1,0,-67,-74,-72,-75,-52,-65,-73,-73,-65,-72,-72,-80,-72,-71,-78,-85,-81,-75,-73,-97,-79
15846,1,0,-67,-74,-72,-75,-52,-65,-73,-73,-65,-72,-72,-80,-72,-71,-78,-85,-81,-75,-73,-97,-79
15847,1,0,-67,-73,-72,-75,-52,-65,-73,-73,-65,-72,-72,-82,-72,-71,-78,-85,-80,-74,-73,-97,-79
15848,1,0,-67,-74,-72,-75,-56,-65,-73,-73,-65,-72,-72,-81,-72,-71,-77,-83,-80,-74,-73,-97,-79
15849,1,0,-67,-75,-74,-75,-55,-68,-73,-73,-65,-72,-72,-81,-73,-72,-77,-82,-80,-75,-73,-97,-79
15850,1,0,-67,-74,-72,-75,-54,-66,-73,-73,-65,-72,-72,-81,-73,-72,-77,-82,-80,-75,-74,-97,-79
15851,1,0,-67,-74,-72,-76,-54,-66,-73,-73,-65,-72,-72,-81,-73,-72,-77,-82,-80,-75,-74,-97,-79
15852,1,0,-67,-74,-73,-75,-54,-65,-73,-72,-65,-72,-72,-81,-73,-72,-77,-82,-80,-75,-74,-97,-65
15853,1,0,-67,-75,-73,-76,-54,-65,-73,-72,-65,-72,-72,-81,-73,-72,-77,-81,-80,-76,-74,-97,-65
15854,1,0,-67,-75,-73,-76,-54,-64,-73,-72,-65,-72,-72,-81,-73,-72,-77,-82,-80,-76,-74,-97,-65
15855,1,0,-67,-74,-73,-76,-53,-64,-73,-73,-65,-72,-72,-81,-73,-72,-77,-84,-80,-76,-74,-97,-65
15856,1,0,-67,-74,-73,-76,-53,-64,-73,-73,-65,-72,-72,-81,-72,-72,-77,-83,-80,-77,-75,-97,-65
15857,1,0,-67,-73,-73,-77,-53,-64,-73,-72,-65,-72,-72,-81,-72,-72,-77,-83,-80,-77,-75,-97,-65
15858,1,0,-67,-74,-73,-77,-52,-64,-73,-72,-65,-72,-72,-81,-72,-72,-78,-83,-80,-77,-74,-97,-65
15859,1,0,-67,-75,-73,-76,-52,-64,-73,-72,-65,-72,-72,-83,-74,-72,-78,-85,-80,-77,-74,-97,-65
15860,1,0,-67,-74,-74,-76,-53,-64,-74,-73,-65,-72,-72,-82,-73,-72,-78,-85,-80,-77,-74,-97,-65
15861,1,0,-67,-74,-73,-77,-52,-65,-74,-73,-65,-72,-72,-82,-73,-72,-78,-86,-80,-77,-73,-97,-65
15862,1,0,-67,-75,-72,-77,-52,-65,-73,-73,-65,-72,-72,-80,-73,-72,-78,-85,-80,-77,-73,-97,-65
15863,1,0,-67,-74,-72,-77,-52,-67,-73,-74,-65,-72,-73,-80,-73,-72,-78,-83,-80,-77,-72,-95,-65
15864,1,0,-67,-75,-72,-76,-52,-67,-73,-73,-65,-72,-73,-80,-73,-72,-78,-83,-80,-77,-72,-95,-65
15865,1,0,-67,-75,-72,-76,-52,-66,-74,-72,-65,-72,-73,-80,-73,-72,-78,-82,-80,-77,-72,-95,-65
15866,1,0,-67,-74,-72,-76,-52,-66,-75,-72,-65,-72,-74,-80,-73,-72,-78,-82,-80,-77,-72,-95,-65
15867,1,0,-67,-75,-72,-77,-52,-65,-74,-72,-65,-72,-73,-80,-73,-72,-78,-83,-80,-77,-72,-95,-65
15868,1,0,-67,-74,-72,-77,-52,-65,-74,-72,-65,-72,-73,-80,-73,-72,-78,-83,-80,-77,-72,-94,-65
15869,1,0,-67,-74,-72,-76,-52,-65,-73,-72,-65,-72,-73,-80,-73,-72,-78,-83,-80,-77,-73,-94,-65
15870,1,0,-67,-75,-72,-77,-52,-65,-73,-72,-65,-72,-74,-80,-73,-72,-78,-82,-80,-77,-73,-94,-65
15871,1,0,-67,-76,-72,-77,-52,-65,-73,-72,-65,-72,-74,-80,-73,-72,-78,-82,-80,-77,-74,-94,-65
15872,1,0,-67,-77,-72,-77,-53,-65,-73,-72,-65,-72,-73,-80,-73,-72,-78,-83,-80,-76,-74,-95,-65
15873,1,0,-67,-75,-72,-77,-53,-64,-73,-72,-65,-72,-73,-80,-73,-72,-78,-83,-80,-77,-74,-95,-65
15874,1,0,-67,-74,-72,-76,-52,-64,-73,-72,-65,-72,-73,-80,-73,-72,-78,-83,-80,-77,-74,-95,-65
15875,1,0,-67,-74,-72,-76,-52,-64,-73,-72,-65,-72,-73,-80,-72,-72,-78,-83,-80,-77,-73,-95,-65
15876,1,0,-67,-73,-72,-75,-53,-65,-73,-72,-65,-72,-73,-80,-72,-72,-77,-83,-80,-77,-73,-95,-65
15877,1,0,-67,-73,-72,-75,-53,-64,-73,-72,-65,-72,-75,-80,-75,-72,-77,-83,-80,-77,-73,-95,-65
15878,1,0,-67,-73,-72,-75,-53,-65,-73,-72,-65,-72,-74,-82,-75,-71,-77,-82,-80,-77,-73,-95,-65
15879,1,0,-67,-73,-72,-75,-53,-65,-73,-72,-65,-72,-74,-83,-74,-71,-77,-82,-80,-77,-73,-95,-65
15880,1,0,-67,-74,-72,-75,-53,-65,-73,-72,-65,-72,-73,-83,-74,-71,-77,-81,-80,-77,-73,-65,-95
15881,1,0,-67,-74,-72,-74,-53,-65,-73,-72,-65,-72,-72,-83,-74,-71,-77,-81,-80,-76,-73,-65,-95
15882,1,0,-67,-74,-73,-74,-53,-65,-73,-72,-65,-72,-72,-83,-74,-71,-78,-82,-80,-77,-73,-65,-95
15883,1,0,-67,-74,-73,-75,-53,-67,-73,-73,-65,-72,-72,-83,-74,-71,-78,-82,-80,-77,-72,-65,-95
15884,1,0,-67,-74,-72,-75,-53,-65,-73,-73,-65,-72,-71,-83,-74,-71,-78,-83,-80,-77,-72,-65,-95
15885,1,0,-69,-74,-72,-75,-53,-65,-73,-73,-65,-72,-72,-83,-73,-71,-78,-84,-80,-77,-72,-65,-95
15886,1,0,-69,-75,-72,-75,-53,-65,-73,-72,-65,-72,-72,-83,-73,-71,-78,-85,-80,-77,-72,-65,-95
15887,1,0,-67,-75,-72,-75,-52,-65,-72,-72,-65,-72,-72,-83,-73,-71,-78,-84,-80,-77,-72,-65,-95
15888,1,0,-67,-75,-72,-75,-52,-65,-72,-72,-65,-72,-72,-82,-73,-71,-78,-84,-81,-77,-72,-65,-95
15889,1,0,-67,-74,-72,-75,-52,-65,-72,-72,-65,-72,-72,-82,-73,-71,-78,-84,-81,-77,-72,-65,-95
15890,1,0,-67,-75,-72,-76,-52,-65,-72,-72,-65,-72,-72,-81,-73,-71,-78,-84,-81,-77,-72,-65,-95
15891,1,0,-67,-73,-72,-76,-52,-65,-72,-72,-64,-72,-72,-83,-73,-73,-78,-85,-80,-77,-72,-65,-94
15892,1,0,-67,-73,-72,-77,-52,-65,-72,-72,-65,-72,-72,-83,-72,-72,-78,-85,-80,-77,-72,-65,-95
15893,1,0,-67,-73,-72,-77,-52,-65,-72,-72,-65,-72,-72,-83,-72,-72,-78,-85,-80,-77,-72,-65,-95
15894,1,0,-67,-73,-72,-77,-52,-65,-72,-72,-65,-72,-72,-83,-72,-72,-78,-86,-80,-77,-72,-65,-96
15895,1,0,-67,-74,-72,-77,-52,-64,-73,-72,-65,-72,-72,-83,-72,-72,-78,-86,-80,-77,-72,-65,-96
15896,1,0,-67,-75,-71,-77,-52,-64,-73,-73,-65,-72,-72,-83,-72,-72,-78,-85,-80,-77,-72,-65,-96
15897,1,0,-67,-75,-72,-76,-52,-64,-73,-72,-65,-72,-72,-83,-72,-72,-78,-83,-80,-77,-72,-65,-96
15898,1,0,-67,-75,-72,-76,-52,-65,-73,-72,-65,-72,-72,-82,-72,-72,-78,-84,-80,-77,-72,-65,-96
15899,1,0,-67,-74,-73,-77,-52,-65,-73,-72,-65,-72,-72,-83,-72,-72,-78,-85,-82,-77,-72,-65,-96
15900,1,0,-67,-74,-73,-77,-52,-67,-73,-72,-65,-72,-72,-83,-72,-72,-78,-86,-81,-77,-72,-65,-96
15901,1,0,-67,-74,-74,-77,-52,-67,-73,-72,-65,-72,-72,-82,-72,-72,-78,-86,-81,-76,-72,-65,-95
15902,1,0,-67,-74,-73,-77,-52,-65,-73,-72,-65,-72,-72,-82,-72,-72,-78,-83,-81,-76,-72,-65,-95
15903,1,0,-67,-74,-73,-77,-52,-66,-75,-72,-65,-72,-72,-81,-72,-72,-78,-83,-81,-76,-72,-65,-95
15904,1,0,-67,-74,-73,-77,-52,-67,-74,-72,-65,-72,-72,-81,-72,-73,-78,-83,-81,-76,-72,-65,-96
15905,1,0,-67,-74,-73,-77,-52,-67,-73,-72,-65,-72,-72,-81,-72,-73,-78,-83,-81,-76,-72,-65,-96
15906,1,0,-67,-74,-72,-76,-53,-66,-73,-72,-65,-72,-72,-81,-75,-73,-78,-83,-81,-77,-73,-65,-96
15907,1,0,-67,-73,-72,-77,-52,-65,-73,-72,-65,-72,-72,-81,-75,-72,-78,-83,-80,-77,-73,-65,-96
15908,1,0,-67,-73,-73,-77,-52,-65,-74,-73,-65,-72,-72,-81,-75,-72,-78,-83,-80,-77,-73,-65,-96
15909,1,0,-67,-73,-74,-77,-53,-65,-73,-74,-65,-72,-72,-81,-74,-72,-78,-83,-80,-77,-73,-65,-96
15910,1,0,-67,-73,-73,-77,-52,-65,-73,-74,-65,-72,-72,-81,-73,-72,-78,-85,-80,-77,-73,-65,-96
15911,1,0,-67,-75,-74,-77,-52,-65,-73,-74,-65,-72,-72,-81,-73,-72,-78,-85,-80,-77,-73,-65,-96
15912,1,0,-67,-75,-73,-77,-56,-65,-73,-74,-65,-72,-72,-81,-73,-72,-78,-83,-80,-77,-73,-65,-96
15913,1,0,-67,-74,-74,-77,-55,-65,-73,-74,-65,-72,-71,-81,-73,-72,-78,-83,-80,-77,-73,-65,-96
15914,1,0,-67,-75,-73,-77,-54,-65,-73,-74,-65,-72,-72,-81,-73,-74,-78,-84,-80,-77,-73,-65,-96
15915,1,0,-67,-74,-73,-77,-54,-65,-72,-74,-65,-72,-72,-81,-73,-73,-77,-84,-80,-77,-73,-65,-96
15916,1,0,-67,-74,-73,-77,-54,-65,-72,-73,-65,-72,-72,-81,-72,-73,-77,-84,-80,-77,-73,-65,-96
15917,1,0,-67,-75,-72,-76,-54,-65,-72,-73,-65,-72,-72,-81,-72,-73,-77,-81,-80,-76,-73,-65,-96
15918,1,0,-67,-75,-72,-76,-54,-65,-72,-73,-65,-72,-72,-81,-72,-73,-77,-82,-80,-76,-73,-65,-96
15919,1,0,-67,-75,-72,-76,-54,-65,-72,-72,-65,-72,-72,-81,-72,-73,-77,-82,-82,-76,-73,-65,-96
15920,1,0,-67,-74,-72,-76,-54,-65,-72,-72,-65,-72,-72,-81,-72,-73,-77,-83,-82,-76,-73,-65,-96
15921,1,0,-67,-74,-72,-76,-54,-66,-73,-72,-65,-72,-72,-81,-72,-73,-77,-84,-82,-76,-73,-65,-97
15922,1,0,-67,-74,-72,-76,-54,-66,-73,-72,-65,-72,-72,-81,-72,-72,-77,-84,-81,-76,-73,-65,-97
15923,1,0,-67,-74,-72,-76,-56,-65,-74,-73,-65,-72,-73,-83,-72,-72,-77,-84,-80,-76,-72,-65,-97
15924,1,0,-67,-74,-72,-76,-56,-65,-74,-73,-65,-72,-73,-83,-73,-72,-77,-84,-80,-76,-72,-65,-97
15925,1,0,-67,-75,-72,-75,-56,-65,-73,-73,-65,-72,-72,-82,-73,-72,-77,-84,-80,-77,-72,-65,-97
15926,1,0,-67,-75,-72,-75,-56,-65,-73,-72,-65,-72,-72,-81,-73,-72,-77,-85,-80,-77,-72,-65,-97
15927,1,0,-67,-75,-72,-76,-55,-65,-73,-72,-65,-72,-72,-81,-73,-72,-77,-85,-80,-77,-72,-65,-97
15928,1,0,-67,-74,-72,-77,-54,-65,-73,-72,-65,-72,-72,-81,-73,-72,-78,-85,-80,-77,-72,-65,-97
15929,1,0,-67,-75,-72,-77,-54,-65,-73,-72,-65,-72,-72,-81,-73,-73,-78,-85,-80,-77,-72,-65,-97
15930,1,0,-67,-74,-72,-75,-54,-65,-73,-72,-65,-71,-72,-81,-73,-72,-78,-85,-80,-77,-72,-65,-97
